1785859238.303747 server started (2970769): version 3.4, socket /tmp/tmux-1001/default, protocol 8
1785859238.303791 on Linux 6.8.0-101-generic #101-Ubuntu SMP PREEMPT_DYNAMIC Mon Feb  9 10:15:05 UTC 2026
1785859238.303800 using libevent 2.1.12-stable poll
1785859238.303804 using ncurses 6.4 20240113
1785859378.125622 format_expand1: result is: reverse
1785859378.125624 format_expand1: expanding format: default
1785859378.125628 format_expand1: result is: default
1785859378.125636 format_replace: compare != left is: reverse
1785859378.125639 format_replace: compare != right is: default
1785859378.125643 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1785859378.125646 format_expand1: result is: 1
1785859378.125649 format_replace: compare && left is: 0
1785859378.125652 format_replace: compare && right is: 1
1785859378.125656 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1785859378.125660 format_expand1: result is: 0
1785859378.125664 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1785859378.125669 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1785859378.125673 format_expand1: result is: 
1785859378.125683 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1785859378.125687 format_expand1: found #*1[
1785859378.125691 format_expand1: found #{}: T:window-status-current-format
1785859378.125694 format_replace: modifier 0 is T
1785859378.125699 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1785859378.125703 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1785859378.125706 format_expand1: found #I: window_index
1785859378.125713 format_replace: format 'window_index' found: 0
1785859378.125716 format_replace: replaced 'window_index' with '0'
1785859378.125719 format_expand1: found #W: window_name
1785859378.125725 format_replace: format 'window_name' found: bash
1785859378.125728 format_replace: replaced 'window_name' with 'bash'
1785859378.125732 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1785859378.125735 format_replace: condition is: window_flags
1785859378.125741 format_replace: condition 'window_flags' found: *
1785859378.125745 format_replace: condition 'window_flags' is true
1785859378.125748 format_expand1: expanding format: #{window_flags}
1785859378.125751 format_expand1: found #{}: window_flags
1785859378.125756 format_replace: format 'window_flags' found: *
1785859378.125758 format_replace: replaced 'window_flags' with '*'
1785859378.125761 format_expand1: result is: *
1785859378.125764 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1785859378.125767 format_expand1: result is: 0:bash*
1785859378.125771 format_replace: replaced 'T:window-status-current-format' with '0:bash*'
1785859378.125773 format_expand1: found #*1[
1785859378.125776 format_expand1: found #*1[
1785859378.125780 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1785859378.125782 format_replace: condition is: window_end_flag
1785859378.125787 format_replace: condition 'window_end_flag' found: 1
1785859378.125790 format_replace: condition 'window_end_flag' is true
1785859378.125793 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1785859378.125797 format_expand1: result is: #[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]
1785859378.125801 unref client 0x585f6d521070 (3 references)
1785859378.125824 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]'
1785859378.125835 format_expand1: found #*1[
1785859378.125839 format_expand1: found #{}: E:status-right-style
1785859378.125842 format_replace: modifier 0 is E
1785859378.125848 format_replace: format 'status-right-style' found: default
1785859378.125852 format_expand1: expanding format: default
1785859378.125856 format_expand1: result is: default
1785859378.125861 format_replace: replaced 'E:status-right-style' with 'default'
1785859378.125866 format_expand1: found #*1[
1785859378.125871 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1785859378.125875 format_expand1: expanding format: #{status-right-length}
1785859378.125878 format_expand1: found #{}: status-right-length
1785859378.125884 format_replace: format 'status-right-length' found: 40
1785859378.125887 format_replace: replaced 'status-right-length' with '40'
1785859378.125890 format_expand1: result is: 40
1785859378.125893 format_replace: modifier 0 is T
1785859378.125896 format_replace: modifier 1 is =
1785859378.125900 format_replace: modifier 1 argument 0: 40
1785859378.125908 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1785859378.125912 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1785859378.125923 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 16:02 04-Aug-26
1785859378.125928 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1785859378.125931 format_replace: condition is: window_bigger
1785859378.125937 format_replace: condition 'window_bigger' found: 0
1785859378.125941 format_replace: condition 'window_bigger' is false
1785859378.125945 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1785859378.125949 format_expand1: found #{}: =21:pane_title
1785859378.125952 format_expand1: expanding format: 21
1785859378.125955 format_expand1: result is: 21
1785859378.125958 format_replace: modifier 0 is =
1785859378.125961 format_replace: modifier 0 argument 0: 21
1785859378.125969 format_replace: format 'pane_title' found: old
1785859378.125973 format_replace: applied length limit 21: old
1785859378.125976 format_replace: replaced '=21:pane_title' with 'old'
1785859378.125979 format_expand1: result is: "old" 16:02 04-Aug-26
1785859378.125983 format_replace: applied length limit 40: "old" 16:02 04-Aug-26
1785859378.125987 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"old" 16:02 04-Aug-26'
1785859378.125990 format_expand1: found #*1[
1785859378.125993 format_expand1: found #*1[
1785859378.126004 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:bash*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"old" 16:02 04-Aug-26#[pop-default]#[norange default]
1785859378.126011 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1785859378.126014 unref client 0x585f6d521070 (2 references)
1785859378.126023 status_redraw exit: force=0, changed=0
1785859378.126029 screen_redraw_set_context: /dev/pts/0 @0 ox=0 oy=0 sx=209 sy=50 1/0
1785859378.126036 /dev/pts/0: \033[?25l
1785859378.126041 /dev/pts/0: current mode CURSOR,WRAP,BRACKETPASTE
1785859378.126044 /dev/pts/0: setting mode WRAP,BRACKETPASTE
1785859378.126047 /dev/pts/0: redrawing borders
1785859378.126050 screen_redraw_draw_borders: /dev/pts/0 @0
1785859378.126308 /dev/pts/0: redrawing panes
1785859378.126323 screen_redraw_draw_panes: /dev/pts/0 @0
1785859378.126326 screen_redraw_draw_pane: /dev/pts/0 @0 %0
1785859378.126329 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,0 at 0,0, width 209
1785859378.126333 tty_draw_line: px=0 py=0 nx=209 atx=0 aty=0
1785859378.126337 tty_draw_line: defaults: fg=8, bg=8
1785859378.126341 utf8_to_data: 41000054 -> (1 1 T)
1785859378.126346 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126349 utf8_to_data: 41000020 -> (1 1  )
1785859378.126352 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126355 utf8_to_data: 41000075 -> (1 1 u)
1785859378.126358 utf8_to_data: 4100006e -> (1 1 n)
1785859378.126360 utf8_to_data: 41000020 -> (1 1  )
1785859378.126363 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126366 utf8_to_data: 41000020 -> (1 1  )
1785859378.126368 utf8_to_data: 41000063 -> (1 1 c)
1785859378.126371 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126374 utf8_to_data: 4100006d -> (1 1 m)
1785859378.126376 utf8_to_data: 4100006d -> (1 1 m)
1785859378.126380 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126383 utf8_to_data: 4100006e -> (1 1 n)
1785859378.126386 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126389 utf8_to_data: 41000020 -> (1 1  )
1785859378.126393 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126396 utf8_to_data: 41000073 -> (1 1 s)
1785859378.126399 utf8_to_data: 41000020 -> (1 1  )
1785859378.126402 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126406 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126409 utf8_to_data: 4100006d -> (1 1 m)
1785859378.126411 utf8_to_data: 41000069 -> (1 1 i)
1785859378.126414 utf8_to_data: 4100006e -> (1 1 n)
1785859378.126417 utf8_to_data: 41000069 -> (1 1 i)
1785859378.126419 utf8_to_data: 41000073 -> (1 1 s)
1785859378.126423 utf8_to_data: 41000074 -> (1 1 t)
1785859378.126427 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126432 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126436 utf8_to_data: 41000074 -> (1 1 t)
1785859378.126441 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126445 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126450 utf8_to_data: 41000020 -> (1 1  )
1785859378.126454 utf8_to_data: 41000028 -> (1 1 ()
1785859378.126459 utf8_to_data: 41000075 -> (1 1 u)
1785859378.126463 utf8_to_data: 41000073 -> (1 1 s)
1785859378.126467 utf8_to_data: 41000065 -> (1 1 e)
1785859378.126472 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126476 utf8_to_data: 41000020 -> (1 1  )
1785859378.126481 utf8_to_data: 41000022 -> (1 1 ")
1785859378.126485 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126490 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126494 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126499 utf8_to_data: 41000074 -> (1 1 t)
1785859378.126504 utf8_to_data: 41000022 -> (1 1 ")
1785859378.126508 utf8_to_data: 41000029 -> (1 1 ))
1785859378.126512 utf8_to_data: 4100002c -> (1 1 ,)
1785859378.126515 utf8_to_data: 41000020 -> (1 1  )
1785859378.126519 utf8_to_data: 41000075 -> (1 1 u)
1785859378.126522 utf8_to_data: 41000073 -> (1 1 s)
1785859378.126525 utf8_to_data: 41000065 -> (1 1 e)
1785859378.126528 utf8_to_data: 41000020 -> (1 1  )
1785859378.126531 utf8_to_data: 41000022 -> (1 1 ")
1785859378.126534 utf8_to_data: 41000073 -> (1 1 s)
1785859378.126537 utf8_to_data: 41000075 -> (1 1 u)
1785859378.126540 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126543 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126547 utf8_to_data: 41000020 -> (1 1  )
1785859378.126550 utf8_to_data: 4100003c -> (1 1 <)
1785859378.126552 utf8_to_data: 41000063 -> (1 1 c)
1785859378.126555 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126558 utf8_to_data: 4100006d -> (1 1 m)
1785859378.126574 utf8_to_data: 4100006d -> (1 1 m)
1785859378.126577 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126580 utf8_to_data: 4100006e -> (1 1 n)
1785859378.126583 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126586 utf8_to_data: 4100003e -> (1 1 >)
1785859378.126590 utf8_to_data: 41000022 -> (1 1 ")
1785859378.126593 utf8_to_data: 4100002e -> (1 1 .)
1785859378.126598 /dev/pts/0: \033[H
1785859378.126602 /dev/pts/0: To run a command as administrator (user "root"), use "sudo <command>".
1785859378.126607 tty_draw_line: 139 to end of line (34 cleared)
1785859378.126610 tty_clear_line: /dev/pts/0, 139 at 70,0
1785859378.126613 /dev/pts/0: \033[K
1785859378.126618 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,1 at 0,1, width 209
1785859378.126622 tty_draw_line: px=0 py=1 nx=209 atx=0 aty=1
1785859378.126624 tty_draw_line: defaults: fg=8, bg=8
1785859378.126628 utf8_to_data: 41000053 -> (1 1 S)
1785859378.126631 utf8_to_data: 41000065 -> (1 1 e)
1785859378.126634 utf8_to_data: 41000065 -> (1 1 e)
1785859378.126636 utf8_to_data: 41000020 -> (1 1  )
1785859378.126639 utf8_to_data: 41000022 -> (1 1 ")
1785859378.126642 utf8_to_data: 4100006d -> (1 1 m)
1785859378.126645 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126648 utf8_to_data: 4100006e -> (1 1 n)
1785859378.126652 utf8_to_data: 41000020 -> (1 1  )
1785859378.126655 utf8_to_data: 41000073 -> (1 1 s)
1785859378.126660 utf8_to_data: 41000075 -> (1 1 u)
1785859378.126664 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126669 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126672 utf8_to_data: 4100005f -> (1 1 _)
1785859378.126675 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126677 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126680 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126683 utf8_to_data: 41000074 -> (1 1 t)
1785859378.126687 utf8_to_data: 41000022 -> (1 1 ")
1785859378.126690 utf8_to_data: 41000020 -> (1 1  )
1785859378.126693 utf8_to_data: 41000066 -> (1 1 f)
1785859378.126695 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126698 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126701 utf8_to_data: 41000020 -> (1 1  )
1785859378.126704 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126707 utf8_to_data: 41000065 -> (1 1 e)
1785859378.126710 utf8_to_data: 41000074 -> (1 1 t)
1785859378.126712 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126715 utf8_to_data: 41000069 -> (1 1 i)
1785859378.126727 utf8_to_data: 4100006c -> (1 1 l)
1785859378.126731 utf8_to_data: 41000073 -> (1 1 s)
1785859378.126738 utf8_to_data: 4100002e -> (1 1 .)
1785859378.126741 /dev/pts/0: \r
1785859378.126744 /dev/pts/0: \n
1785859378.126747 /dev/pts/0: See "man sudo_root" for details.
1785859378.126753 tty_draw_line: 177 to end of line (20 cleared)
1785859378.126757 tty_clear_line: /dev/pts/0, 177 at 32,1
1785859378.126759 /dev/pts/0: \033[K
1785859378.126763 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,2 at 0,2, width 209
1785859378.126766 tty_draw_line: px=0 py=2 nx=209 atx=0 aty=2
1785859378.126769 tty_draw_line: defaults: fg=8, bg=8
1785859378.126772 tty_draw_line: 209 to end of line (0 cleared)
1785859378.126775 tty_clear_line: /dev/pts/0, 209 at 0,2
1785859378.126778 /dev/pts/0: \r
1785859378.126781 /dev/pts/0: \n
1785859378.126784 /dev/pts/0: \033[K
1785859378.126787 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,3 at 0,3, width 209
1785859378.126790 tty_draw_line: px=0 py=3 nx=209 atx=0 aty=3
1785859378.126793 tty_draw_line: defaults: fg=8, bg=8
1785859378.126796 utf8_to_data: 41000074 -> (1 1 t)
1785859378.126799 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126802 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126806 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126809 utf8_to_data: 41000040 -> (1 1 @)
1785859378.126812 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126815 utf8_to_data: 4100006c -> (1 1 l)
1785859378.126819 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126822 utf8_to_data: 4100003a -> (1 1 :)
1785859378.126831 /dev/pts/0: \033[32m
1785859378.126834 /dev/pts/0: \033[1m
1785859378.126837 /dev/pts/0: \r
1785859378.126839 /dev/pts/0: \n
1785859378.126842 /dev/pts/0: todd@old
1785859378.126855 utf8_to_data: 4100002f -> (1 1 /)
1785859378.126859 /dev/pts/0: \033(B\033[m
1785859378.126862 /dev/pts/0: :
1785859378.126865 utf8_to_data: 41000076 -> (1 1 v)
1785859378.126868 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126871 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126875 utf8_to_data: 4100002f -> (1 1 /)
1785859378.126878 utf8_to_data: 4100006e -> (1 1 n)
1785859378.126881 utf8_to_data: 41000067 -> (1 1 g)
1785859378.126885 utf8_to_data: 41000069 -> (1 1 i)
1785859378.126888 utf8_to_data: 4100006e -> (1 1 n)
1785859378.126891 utf8_to_data: 41000078 -> (1 1 x)
1785859378.126895 utf8_to_data: 4100002f -> (1 1 /)
1785859378.126898 utf8_to_data: 41000066 -> (1 1 f)
1785859378.126901 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126905 utf8_to_data: 41000073 -> (1 1 s)
1785859378.126908 utf8_to_data: 41000074 -> (1 1 t)
1785859378.126911 utf8_to_data: 41000066 -> (1 1 f)
1785859378.126915 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126918 utf8_to_data: 4100006f -> (1 1 o)
1785859378.126921 utf8_to_data: 41000064 -> (1 1 d)
1785859378.126924 utf8_to_data: 4100002f -> (1 1 /)
1785859378.126928 utf8_to_data: 41000070 -> (1 1 p)
1785859378.126931 utf8_to_data: 41000072 -> (1 1 r)
1785859378.126934 utf8_to_data: 41000069 -> (1 1 i)
1785859378.126938 utf8_to_data: 41000076 -> (1 1 v)
1785859378.126941 utf8_to_data: 41000061 -> (1 1 a)
1785859378.126944 utf8_to_data: 41000074 -> (1 1 t)
1785859378.126948 utf8_to_data: 41000065 -> (1 1 e)
1785859378.126952 utf8_to_data: 41000024 -> (1 1 $)
1785859378.126956 /dev/pts/0: \033[34m
1785859378.126959 /dev/pts/0: \033[1m
1785859378.126961 /dev/pts/0: /var/nginx/fastfood/private
1785859378.126964 utf8_to_data: 41000020 -> (1 1  )
1785859378.126967 utf8_to_data: 4100005e -> (1 1 ^)
1785859378.126970 utf8_to_data: 41000043 -> (1 1 C)
1785859378.126973 /dev/pts/0: \033(B\033[m
1785859378.126975 /dev/pts/0: $ ^C
1785859378.126979 tty_draw_line: 169 to end of line (12 cleared)
1785859378.126983 tty_clear_line: /dev/pts/0, 169 at 40,3
1785859378.126986 /dev/pts/0: \033[K
1785859378.126989 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,4 at 0,4, width 209
1785859378.126993 tty_draw_line: px=0 py=4 nx=209 atx=0 aty=4
1785859378.126995 tty_draw_line: defaults: fg=8, bg=8
1785859378.126999 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127002 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127005 utf8_to_data: 41000064 -> (1 1 d)
1785859378.127008 utf8_to_data: 41000064 -> (1 1 d)
1785859378.127011 utf8_to_data: 41000040 -> (1 1 @)
1785859378.127015 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127017 utf8_to_data: 4100006c -> (1 1 l)
1785859378.127020 utf8_to_data: 41000064 -> (1 1 d)
1785859378.127024 utf8_to_data: 4100003a -> (1 1 :)
1785859378.127027 /dev/pts/0: \033[32m
1785859378.127030 /dev/pts/0: \033[1m
1785859378.127033 /dev/pts/0: \r
1785859378.127035 /dev/pts/0: \n
1785859378.127038 /dev/pts/0: todd@old
1785859378.127040 utf8_to_data: 4100002f -> (1 1 /)
1785859378.127043 /dev/pts/0: \033(B\033[m
1785859378.127045 /dev/pts/0: :
1785859378.127049 utf8_to_data: 41000076 -> (1 1 v)
1785859378.127052 utf8_to_data: 41000061 -> (1 1 a)
1785859378.127054 utf8_to_data: 41000072 -> (1 1 r)
1785859378.127058 utf8_to_data: 4100002f -> (1 1 /)
1785859378.127085 utf8_to_data: 4100006e -> (1 1 n)
1785859378.127098 utf8_to_data: 41000067 -> (1 1 g)
1785859378.127101 utf8_to_data: 41000069 -> (1 1 i)
1785859378.127104 utf8_to_data: 4100006e -> (1 1 n)
1785859378.127106 utf8_to_data: 41000078 -> (1 1 x)
1785859378.127109 utf8_to_data: 4100002f -> (1 1 /)
1785859378.127112 utf8_to_data: 41000066 -> (1 1 f)
1785859378.127115 utf8_to_data: 41000061 -> (1 1 a)
1785859378.127117 utf8_to_data: 41000073 -> (1 1 s)
1785859378.127120 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127123 utf8_to_data: 41000066 -> (1 1 f)
1785859378.127126 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127129 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127132 utf8_to_data: 41000064 -> (1 1 d)
1785859378.127135 utf8_to_data: 4100002f -> (1 1 /)
1785859378.127138 utf8_to_data: 41000070 -> (1 1 p)
1785859378.127141 utf8_to_data: 41000072 -> (1 1 r)
1785859378.127153 utf8_to_data: 41000069 -> (1 1 i)
1785859378.127156 utf8_to_data: 41000076 -> (1 1 v)
1785859378.127158 utf8_to_data: 41000061 -> (1 1 a)
1785859378.127161 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127164 utf8_to_data: 41000065 -> (1 1 e)
1785859378.127168 utf8_to_data: 41000024 -> (1 1 $)
1785859378.127173 /dev/pts/0: \033[34m
1785859378.127176 /dev/pts/0: \033[1m
1785859378.127179 /dev/pts/0: /var/nginx/fastfood/private
1785859378.127182 utf8_to_data: 41000020 -> (1 1  )
1785859378.127185 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127188 utf8_to_data: 4100006d -> (1 1 m)
1785859378.127192 utf8_to_data: 41000075 -> (1 1 u)
1785859378.127194 utf8_to_data: 41000078 -> (1 1 x)
1785859378.127198 utf8_to_data: 41000020 -> (1 1  )
1785859378.127200 utf8_to_data: 4100002d -> (1 1 -)
1785859378.127203 utf8_to_data: 41000076 -> (1 1 v)
1785859378.127206 /dev/pts/0: \033(B\033[m
1785859378.127209 /dev/pts/0: $ tmux -v
1785859378.127213 tty_draw_line: 164 to end of line (7 cleared)
1785859378.127217 tty_clear_line: /dev/pts/0, 164 at 45,4
1785859378.127220 /dev/pts/0: \033[K
1785859378.127226 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,5 at 0,5, width 209
1785859378.127231 tty_draw_line: px=0 py=5 nx=209 atx=0 aty=5
1785859378.127235 tty_draw_line: defaults: fg=8, bg=8
1785859378.127240 utf8_to_data: 41000073 -> (1 1 s)
1785859378.127243 utf8_to_data: 41000065 -> (1 1 e)
1785859378.127246 utf8_to_data: 41000073 -> (1 1 s)
1785859378.127249 utf8_to_data: 41000073 -> (1 1 s)
1785859378.127253 utf8_to_data: 41000069 -> (1 1 i)
1785859378.127256 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127259 utf8_to_data: 4100006e -> (1 1 n)
1785859378.127262 utf8_to_data: 41000073 -> (1 1 s)
1785859378.127265 utf8_to_data: 41000020 -> (1 1  )
1785859378.127268 utf8_to_data: 41000073 -> (1 1 s)
1785859378.127271 utf8_to_data: 41000068 -> (1 1 h)
1785859378.127274 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127277 utf8_to_data: 41000075 -> (1 1 u)
1785859378.127280 utf8_to_data: 4100006c -> (1 1 l)
1785859378.127283 utf8_to_data: 41000064 -> (1 1 d)
1785859378.127286 utf8_to_data: 41000020 -> (1 1  )
1785859378.127289 utf8_to_data: 41000062 -> (1 1 b)
1785859378.127292 utf8_to_data: 41000065 -> (1 1 e)
1785859378.127295 utf8_to_data: 41000020 -> (1 1  )
1785859378.127298 utf8_to_data: 4100006e -> (1 1 n)
1785859378.127302 utf8_to_data: 41000065 -> (1 1 e)
1785859378.127305 utf8_to_data: 41000073 -> (1 1 s)
1785859378.127308 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127312 utf8_to_data: 41000065 -> (1 1 e)
1785859378.127315 utf8_to_data: 41000064 -> (1 1 d)
1785859378.127318 utf8_to_data: 41000020 -> (1 1  )
1785859378.127322 utf8_to_data: 41000077 -> (1 1 w)
1785859378.127325 utf8_to_data: 41000069 -> (1 1 i)
1785859378.127328 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127332 utf8_to_data: 41000068 -> (1 1 h)
1785859378.127335 utf8_to_data: 41000020 -> (1 1  )
1785859378.127339 utf8_to_data: 41000063 -> (1 1 c)
1785859378.127342 utf8_to_data: 41000061 -> (1 1 a)
1785859378.127345 utf8_to_data: 41000072 -> (1 1 r)
1785859378.127348 utf8_to_data: 41000065 -> (1 1 e)
1785859378.127351 utf8_to_data: 4100002c -> (1 1 ,)
1785859378.127354 utf8_to_data: 41000020 -> (1 1  )
1785859378.127357 utf8_to_data: 41000075 -> (1 1 u)
1785859378.127360 utf8_to_data: 4100006e -> (1 1 n)
1785859378.127363 utf8_to_data: 41000073 -> (1 1 s)
1785859378.127367 utf8_to_data: 41000065 -> (1 1 e)
1785859378.127370 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127373 utf8_to_data: 41000020 -> (1 1  )
1785859378.127376 utf8_to_data: 41000024 -> (1 1 $)
1785859378.127379 utf8_to_data: 41000054 -> (1 1 T)
1785859378.127382 utf8_to_data: 4100004d -> (1 1 M)
1785859378.127385 utf8_to_data: 41000055 -> (1 1 U)
1785859378.127388 utf8_to_data: 41000058 -> (1 1 X)
1785859378.127391 utf8_to_data: 41000020 -> (1 1  )
1785859378.127394 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127396 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127399 utf8_to_data: 41000020 -> (1 1  )
1785859378.127403 utf8_to_data: 41000066 -> (1 1 f)
1785859378.127415 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127418 utf8_to_data: 41000072 -> (1 1 r)
1785859378.127421 utf8_to_data: 41000063 -> (1 1 c)
1785859378.127424 utf8_to_data: 41000065 -> (1 1 e)
1785859378.127427 /dev/pts/0: \r
1785859378.127430 /dev/pts/0: \n
1785859378.127434 /dev/pts/0: sessions should be nested with care, unset $TMUX to force
1785859378.127438 tty_draw_line: 152 to end of line (47 cleared)
1785859378.127442 tty_clear_line: /dev/pts/0, 152 at 57,5
1785859378.127444 /dev/pts/0: \033[K
1785859378.127448 screen_redraw_draw_pane: /dev/pts/0 %0 line 0,6 at 0,6, width 209
1785859378.127451 tty_draw_line: px=0 py=6 nx=209 atx=0 aty=6
1785859378.127454 tty_draw_line: defaults: fg=8, bg=8
1785859378.127457 utf8_to_data: 41000074 -> (1 1 t)
1785859378.127460 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127500 utf8_to_data: 41000064 -> (1 1 d)
1785859378.127504 utf8_to_data: 41000064 -> (1 1 d)
1785859378.127507 utf8_to_data: 41000040 -> (1 1 @)
1785859378.127509 utf8_to_data: 4100006f -> (1 1 o)
1785859378.127512 utf8_to_data: 4100006c -> (1 1 l)
